id,gender,demographics,low_income,school_year,grade,school,teacher,teacher_id,subject,math_ability,english_ability,boy,moy,eoy,state_exam,state_exam_score
551,female,4,0,2005,3,School B,Teacher 2,29,english,62,79,201,207,210,Pass Plus,94
551,female,4,0,2006,4,School B,Teacher 1,31,math,49,79,206,212,218,Pass,54
551,female,4,0,2006,4,School B,Teacher 1,31,english,49,79,211,215,217,Pass Plus,94
551,female,4,0,2007,5,School B,Teacher 3,36,math,62,79,210,219,224,Pass,61
551,female,4,0,2007,5,School B,Teacher 3,36,english,62,79,218,221,223,Pass Plus,86
552,female,4,1,2002,0,School B,Teacher 2,20,math,59,50,143,156,163,Pass,75
552,female,4,1,2002,0,School B,Teacher 2,20,english,59,50,141,152,159,Pass,42
552,female,4,1,2003,1,School B,Teacher 1,22,math,64,55,165,175,181,Pass,54
552,female,4,1,2003,1,School B,Teacher 1,22,english,64,55,162,174,180,Pass,53
552,female,4,1,2004,2,School B,Teacher 3,27,math,54,60,181,189,195,Pass,57
552,female,4,1,2004,2,School B,Teacher 3,27,english,54,60,178,187,192,Pass,51
552,female,4,1,2005,3,School B,Teacher 1,28,math,59,60,191,202,207,Pass,67
552,female,4,1,2005,3,School B,Teacher 1,28,english,59,60,192,199,202,Pass,47
552,female,4,1,2006,4,School B,Teacher 2,32,math,62,60,204,213,219,Pass,73
552,female,4,1,2006,4,School B,Teacher 2,32,english,62,60,202,205,208,Pass,44
552,female,4,1,2007,5,School B,Teacher 3,36,math,64,55,215,225,229,Pass,83
552,female,4,1,2007,5,School B,Teacher 3,36,english,64,55,207,213,215,Pass,40
553,female,3,0,2002,0,School A,Teacher 1,1,math,63,69,145,155,163,Pass,62
553,female,3,0,2002,0,School A,Teacher 1,1,english,63,69,147,160,167,Pass Plus,85
553,female,3,0,2003,1,School A,Teacher 1,4,math,63,77,166,178,185,Pass,80
553,female,3,0,2003,1,School A,Teacher 1,4,english,63,77,170,181,188,Pass Plus,94
553,female,3,0,2004,2,School A,Teacher 1,7,math,63,77,181,189,194,Pass,54
553,female,3,0,2004,2,School A,Teacher 1,7,english,63,77,186,195,199,Pass Plus,95
553,female,3,0,2005,3,School A,Teacher 2,11,math,58,77,194,202,207,Pass,68
553,female,3,0,2005,3,School A,Teacher 2,11,english,58,77,199,204,207,Pass Plus,86
553,female,3,0,2006,4,School A,Teacher 2,14,math,63,72,204,213,218,Pass,53
553,female,3,0,2006,4,School A,Teacher 2,14,english,63,72,207,212,214,Pass,83
553,female,3,0,2007,5,School A,Teacher 1,16,math,63,72,216,220,224,Pass,56
553,female,3,0,2007,5,School A,Teacher 1,16,english,63,72,214,218,220,Pass,84
554,female,4,0,2002,0,School A,Teacher 3,3,math,22,25,128,144,152,Fail,4
554,female,4,0,2002,0,School A,Teacher 3,3,english,22,25,131,145,152,Fail,6
554,female,4,0,2003,1,School A,Teacher 2,5,math,32,33,152,161,167,Fail,7
554,female,4,0,2003,1,School A,Teacher 2,5,english,32,33,154,167,172,Fail,6
554,female,4,0,2004,2,School A,Teacher 1,7,math,17,38,170,178,183,Fail,0
554,female,4,0,2004,2,School A,Teacher 1,7,english,17,38,169,181,186,Fail,14
554,female,4,0,2005,3,School A,Teacher 1,10,math,27,43,177,187,192,Fail,0
554,female,4,0,2005,3,School A,Teacher 1,10,english,27,43,185,194,197,Fail,23
554,female,4,0,2006,4,School A,Teacher 2,14,math,22,48,193,202,207,Fail,13
554,female,4,0,2006,4,School A,Teacher 2,14,english,22,48,197,204,207,Fail,34
554,female,4,0,2007,5,School A,Teacher 2,17,math,32,53,200,207,211,Fail,13
554,female,4,0,2007,5,School A,Teacher 2,17,english,32,53,206,212,214,Fail,24
555,female,3,0,2002,0,School C,Teacher 3,39,math,44,26,137,151,158,Fail,36
555,female,3,0,2002,0,School C,Teacher 3,39,english,44,26,132,144,151,Fail,0
555,female,3,0,2003,1,School C,Teacher 2,41,math,49,31,160,173,180,Pass,54
555,female,3,0,2003,1,School C,Teacher 2,41,english,49,31,154,167,173,Fail,17
555,female,3,0,2004,2,School C,Teacher 3,45,math,49,39,176,184,190,Fail,35
555,female,3,0,2004,2,School C,Teacher 3,45,english,49,39,170,178,182,Fail,7
555,female,3,0,2005,3,School C,Teacher 1,46,math,44,34,190,200,205,Pass,52
555,female,3,0,2005,3,School C,Teacher 1,46,english,44,34,181,192,195,Fail,11
555,female,3,0,2006,4,School C,Teacher 3,51,math,57,42,199,208,213,Fail,36
555,female,3,0,2006,4,School C,Teacher 3,51,english,57,42,194,202,204,Fail,17
555,female,3,0,2007,5,School C,Teacher 3,54,math,49,47,213,222,226,Pass,78
555,female,3,0,2007,5,School C,Teacher 3,54,english,49,47,204,211,213,Fail,25
556,male,2,1,2002,0,School A,Teacher 1,1,math,52,37,140,154,161,Pass,54
556,male,2,1,2002,0,School A,Teacher 1,1,english,52,37,136,149,156,Fail,26
556,male,2,1,2003,1,School A,Teacher 2,5,math,57,45,163,172,179,Pass,41
556,male,2,1,2003,1,School A,Teacher 2,5,english,57,45,158,171,177,Fail,21
556,male,2,1,2004,2,School A,Teacher 2,8,math,47,50,178,190,196,Pass,71
556,male,2,1,2004,2,School A,Teacher 2,8,english,47,50,174,182,186,Fail,20
556,male,2,1,2005,3,School A,Teacher 2,11,math,62,45,189,198,204,Pass,50
556,male,2,1,2005,3,School A,Teacher 2,11,english,62,45,186,191,194,Fail,7
556,male,2,1,2006,4,School A,Teacher 3,15,math,52,40,206,212,218,Pass,60
556,male,2,1,2006,4,School A,Teacher 3,15,english,52,40,193,197,200,Fail,8
556,male,2,1,2007,5,School A,Teacher 1,16,math,62,35,212,216,220,Pass,40
556,male,2,1,2007,5,School A,Teacher 1,16,english,62,35,200,205,208,Fail,1
557,female,4,0,2002,0,School A,Teacher 1,1,math,78,100,151,162,169,Pass Plus,93
557,female,4,0,2002,0,School A,Teacher 1,1,english,78,100,195,206,211,Pass Plus,94
557,female,4,0,2003,1,School A,Teacher 1,4,math,78,100,172,183,191,Pass Plus,100
557,female,4,0,2003,1,School A,Teacher 1,4,english,78,100,221,218,232,Pass Plus,96
557,female,4,0,2004,2,School A,Teacher 2,8,math,78,100,187,196,202,Pass,84
557,female,4,0,2004,2,School A,Teacher 2,8,english,78,100,230,208,213,Pass,84
557,female,4,0,2005,3,School A,Teacher 2,11,math,78,95,200,208,214,Pass Plus,100
557,female,4,0,2005,3,School A,Teacher 2,11,english,78,95,214,214,217,Pass Plus,100
557,female,4,0,2006,4,School A,Teacher 1,13,math,78,90,212,217,222,Pass Plus,88
557,female,4,0,2006,4,School A,Teacher 1,13,english,78,90,218,222,225,Pass Plus,92
557,female,4,0,2007,5,School A,Teacher 3,18,math,73,90,223,226,231,Pass Plus,98
557,female,4,0,2007,5,School A,Teacher 3,18,english,73,90,224,228,231,Pass Plus,96
558,female,3,1,2002,0,School C,Teacher 3,39,math,61,57,144,155,162,Pass,58
558,female,3,1,2002,0,School C,Teacher 3,39,english,61,57,143,155,162,Pass,71
558,female,3,1,2003,1,School C,Teacher 2,41,math,61,62,165,177,185,Pass Plus,85
558,female,3,1,2003,1,School C,Teacher 2,41,english,61,62,164,178,185,Pass,84
558,female,3,1,2004,2,School C,Teacher 3,45,math,61,70,180,188,194,Pass,42
558,female,3,1,2004,2,School C,Teacher 3,45,english,61,70,182,189,194,Pass,72
558,female,3,1,2005,3,School C,Teacher 3,48,math,56,65,194,202,207,Pass,74
558,female,3,1,2005,3,School C,Teacher 3,48,english,56,65,194,204,207,Pass Plus,86
558,female,3,1,2006,4,School C,Teacher 2,50,math,61,73,203,209,214,Fail,29
558,female,3,1,2006,4,School C,Teacher 2,50,english,61,73,207,210,212,Pass,80
558,female,3,1,2007,5,School C,Teacher 2,53,math,51,68,215,225,230,Pass Plus,91
558,female,3,1,2007,5,School C,Teacher 2,53,english,51,68,212,219,222,Pass Plus,95
559,female,3,0,2002,0,School A,Teacher 1,1,math,73,68,149,160,167,Pass Plus,92
559,female,3,0,2002,0,School A,Teacher 1,1,english,73,68,147,160,167,Pass Plus,94
559,female,3,0,2003,1,School A,Teacher 2,5,math,73,76,170,180,187,Pass,82
559,female,3,0,2003,1,School A,Teacher 2,5,english,73,76,169,181,187,Pass Plus,95
559,female,3,0,2004,2,School A,Teacher 1,7,math,68,76,185,192,198,Pass,82
559,female,3,0,2004,2,School A,Teacher 1,7,english,68,76,185,194,199,Pass Plus,85
559,female,3,0,2005,3,School A,Teacher 3,12,math,68,76,196,202,208,Pass,76
559,female,3,0,2005,3,School A,Teacher 3,12,english,68,76,199,204,206,Pass,83
559,female,3,0,2006,4,School A,Teacher 2,14,math,63,71,208,215,220,Pass,73
559,female,3,0,2006,4,School A,Teacher 2,14,english,63,71,206,212,213,Pass,82
559,female,3,0,2007,5,School A,Teacher 1,16,math,68,71,216,220,224,Pass,52
559,female,3,0,2007,5,School A,Teacher 1,16,english,68,71,214,217,220,Pass,80
560,female,2,0,2002,0,School B,Teacher 1,19,math,74,69,149,164,171,Pass Plus,97
560,female,2,0,2002,0,School B,Teacher 1,19,english,74,69,147,160,167,Pass Plus,88
560,female,2,0,2003,1,School B,Teacher 1,22,math,82,77,170,180,187,Pass,82
560,female,2,0,2003,1,School B,Teacher 1,22,english,82,77,170,181,188,Pass Plus,95
560,female,2,0,2004,2,School B,Teacher 2,26,math,69,77,189,203,209,Pass Plus,100
560,female,2,0,2004,2,School B,Teacher 2,26,english,69,77,185,200,204,Pass Plus,94
560,female,2,0,2005,3,School B,Teacher 1,28,math,90,85,196,207,213,Pass Plus,88
560,female,2,0,2005,3,School B,Teacher 1,28,english,90,85,204,210,214,Pass Plus,100
560,female,2,0,2006,4,School B,Teacher 2,32,math,77,85,219,226,232,Pass Plus,100
560,female,2,0,2006,4,School B,Teacher 2,32,english,77,85,214,216,218,Pass Plus,87
560,female,2,0,2007,5,School B,Teacher 2,35,math,90,80,222,226,230,Pass Plus,89
560,female,2,0,2007,5,School B,Teacher 2,35,english,90,80,218,222,224,Pass Plus,97
561,male,2,0,2002,0,School C,Teacher 3,39,math,45,45,138,151,159,Pass,44
561,male,2,0,2002,0,School C,Teacher 3,39,english,45,45,139,151,158,Pass,44
561,male,2,0,2003,1,School C,Teacher 3,42,math,50,50,160,170,177,Fail,32
561,male,2,0,2003,1,School C,Teacher 3,42,english,50,50,160,173,179,Pass,47
561,male,2,0,2004,2,School C,Teacher 3,45,math,40,55,176,184,190,Fail,34
561,male,2,0,2004,2,School C,Teacher 3,45,english,40,55,176,184,188,Fail,30
561,male,2,0,2005,3,School C,Teacher 1,46,math,45,50,186,197,202,Pass,42
561,male,2,0,2005,3,School C,Teacher 1,46,english,45,50,188,198,201,Pass,42
561,male,2,0,2006,4,School C,Teacher 2,50,math,48,58,200,205,209,Fail,11
561,male,2,0,2006,4,School C,Teacher 2,50,english,48,58,201,204,207,Fail,27
561,male,2,0,2007,5,School C,Teacher 1,52,math,40,53,210,218,222,Pass,52
561,male,2,0,2007,5,School C,Teacher 1,52,english,40,53,206,212,214,Fail,28
562,female,5,0,2002,0,School B,Teacher 1,19,math,48,63,139,153,161,Pass,47
562,female,5,0,2002,0,School B,Teacher 1,19,english,48,63,145,158,165,Pass,83
562,female,5,0,2003,1,School B,Teacher 2,23,math,56,71,161,174,181,Pass,50
562,female,5,0,2003,1,School B,Teacher 2,23,english,56,71,167,179,185,Pass,78
562,female,5,0,2004,2,School B,Teacher 2,26,math,53,71,178,190,197,Pass,73
562,female,5,0,2004,2,School B,Teacher 2,26,english,53,71,183,196,200,Pass Plus,95
562,female,5,0,2005,3,School B,Teacher 2,29,math,64,79,191,197,202,Fail,37
562,female,5,0,2005,3,School B,Teacher 2,29,english,64,79,201,207,210,Pass,84
562,female,5,0,2006,4,School B,Teacher 3,33,math,48,79,206,213,218,Pass,66
562,female,5,0,2006,4,School B,Teacher 3,33,english,48,79,210,215,217,Pass Plus,93
562,female,5,0,2007,5,School B,Teacher 3,36,math,64,79,210,219,223,Pass,59
562,female,5,0,2007,5,School B,Teacher 3,36,english,64,79,217,221,223,Pass Plus,97
563,male,4,1,2002,0,School B,Teacher 3,21,math,71,49,147,159,166,Pass Plus,88
563,male,4,1,2002,0,School B,Teacher 3,21,english,71,49,140,149,156,Fail,31
563,male,4,1,2003,1,School B,Teacher 3,24,math,71,44,169,181,188,Pass Plus,91
563,male,4,1,2003,1,School B,Teacher 3,24,english,71,44,158,171,176,Fail,25
563,male,4,1,2004,2,School B,Teacher 1,25,math,71,49,184,196,203,Pass,83
563,male,4,1,2004,2,School B,Teacher 1,25,english,71,49,174,181,186,Fail,21
563,male,4,1,2005,3,School B,Teacher 3,30,math,79,44,197,205,210,Pass Plus,91
563,male,4,1,2005,3,School B,Teacher 3,30,english,79,44,186,195,197,Fail,27
563,male,4,1,2006,4,School B,Teacher 2,32,math,71,49,212,220,225,Pass,84
563,male,4,1,2006,4,School B,Teacher 2,32,english,71,49,197,201,203,Fail,19
563,male,4,1,2007,5,School B,Teacher 1,34,math,79,44,219,223,228,Pass Plus,85
563,male,4,1,2007,5,School B,Teacher 1,34,english,79,44,203,209,211,Fail,7
564,female,3,0,2002,0,School B,Teacher 3,21,math,55,48,141,154,162,Pass,48
564,female,3,0,2002,0,School B,Teacher 3,21,english,55,48,140,149,155,Fail,21
564,female,3,0,2003,1,School B,Teacher 3,24,math,60,43,164,176,184,Pass,76
564,female,3,0,2003,1,School B,Teacher 3,24,english,60,43,158,170,176,Fail,31
564,female,3,0,2004,2,School B,Teacher 2,26,math,60,48,180,192,198,Pass Plus,85
564,female,3,0,2004,2,School B,Teacher 2,26,english,60,48,173,186,191,Pass,45
564,female,3,0,2005,3,School B,Teacher 2,29,math,68,56,193,199,204,Pass,53
564,female,3,0,2005,3,School B,Teacher 2,29,english,68,56,190,200,202,Pass,56
564,female,3,0,2006,4,School B,Teacher 2,32,math,55,61,208,215,220,Pass,73
564,female,3,0,2006,4,School B,Teacher 2,32,english,55,61,202,205,208,Fail,39
564,female,3,0,2007,5,School B,Teacher 1,34,math,68,56,213,217,221,Pass,41
564,female,3,0,2007,5,School B,Teacher 1,34,english,68,56,208,213,215,Fail,36
565,female,2,0,2002,0,School C,Teacher 2,38,math,68,71,146,158,165,Pass,75
565,female,2,0,2002,0,School C,Teacher 2,38,english,68,71,148,161,168,Pass Plus,100
565,female,2,0,2003,1,School C,Teacher 2,41,math,68,79,168,179,187,Pass,76
565,female,2,0,2003,1,School C,Teacher 2,41,english,68,79,171,186,194,Pass Plus,96
565,female,2,0,2004,2,School C,Teacher 3,45,math,68,87,182,190,196,Pass,57
565,female,2,0,2004,2,School C,Teacher 3,45,english,68,87,192,197,202,Pass,84
565,female,2,0,2005,3,School C,Teacher 3,48,math,63,82,196,204,210,Pass Plus,85
565,female,2,0,2005,3,School C,Teacher 3,48,english,63,82,202,215,217,Pass Plus,94
565,female,2,0,2006,4,School C,Teacher 1,49,math,68,90,206,216,221,Pass,73
565,female,2,0,2006,4,School C,Teacher 1,49,english,68,90,218,223,224,Pass Plus,91
565,female,2,0,2007,5,School C,Teacher 2,53,math,71,90,218,229,233,Pass Plus,94
565,female,2,0,2007,5,School C,Teacher 2,53,english,71,90,224,239,242,Pass Plus,92
566,male,3,1,2002,0,School C,Teacher 3,39,math,29,26,131,145,153,Fail,11
566,male,3,1,2002,0,School C,Teacher 3,39,english,29,26,132,145,151,Fail,7
566,male,3,1,2003,1,School C,Teacher 3,42,math,34,31,155,164,170,Fail,7
566,male,3,1,2003,1,School C,Teacher 3,42,english,34,31,154,166,172,Fail,11
566,male,3,1,2004,2,School C,Teacher 2,44,math,24,36,171,179,184,Fail,4
566,male,3,1,2004,2,School C,Teacher 2,44,english,24,36,169,180,185,Fail,14
566,male,3,1,2005,3,School C,Teacher 3,48,math,29,41,181,190,195,Fail,8
566,male,3,1,2005,3,School C,Teacher 3,48,english,29,41,184,195,198,Fail,29
566,male,3,1,2006,4,School C,Teacher 2,50,math,29,49,194,198,203,Fail,0
566,male,3,1,2006,4,School C,Teacher 2,50,english,29,49,197,201,203,Fail,13
566,male,3,1,2007,5,School C,Teacher 3,54,math,24,44,203,210,214,Fail,17
566,male,3,1,2007,5,School C,Teacher 3,54,english,24,44,203,210,212,Fail,12
567,male,4,0,2002,0,School A,Teacher 3,3,math,65,67,145,161,168,Pass Plus,87
567,male,4,0,2002,0,School A,Teacher 3,3,english,65,67,146,159,166,Pass Plus,88
567,male,4,0,2003,1,School A,Teacher 1,4,math,75,75,166,178,186,Pass Plus,90
567,male,4,0,2003,1,School A,Teacher 1,4,english,75,75,169,180,187,Pass Plus,93
567,male,4,0,2004,2,School A,Teacher 3,9,math,65,75,185,195,201,Pass Plus,90
567,male,4,0,2004,2,School A,Teacher 3,9,english,65,75,184,192,196,Pass Plus,89
567,male,4,0,2005,3,School A,Teacher 1,10,math,75,70,195,203,208,Pass,84
567,male,4,0,2005,3,School A,Teacher 1,10,english,75,70,196,203,206,Pass Plus,86
567,male,4,0,2006,4,School A,Teacher 3,15,math,65,70,211,218,223,Pass,84
567,male,4,0,2006,4,School A,Teacher 3,15,english,65,70,206,209,211,Pass,78
567,male,4,0,2007,5,School A,Teacher 3,18,math,75,65,217,221,225,Pass,63
567,male,4,0,2007,5,School A,Teacher 3,18,english,75,65,211,215,217,Pass,66
568,male,2,0,2002,0,School B,Teacher 1,19,math,26,23,130,145,153,Fail,2
568,male,2,0,2002,0,School B,Teacher 1,19,english,26,23,131,145,151,Fail,11
568,male,2,0,2003,1,School B,Teacher 2,23,math,34,31,153,167,174,Fail,24
568,male,2,0,2003,1,School B,Teacher 2,23,english,34,31,154,167,172,Fail,0
568,male,2,0,2004,2,School B,Teacher 3,27,math,31,36,171,179,184,Fail,9
568,male,2,0,2004,2,School B,Teacher 3,27,english,31,36,169,180,185,Fail,22
568,male,2,0,2005,3,School B,Teacher 1,28,math,29,41,184,194,199,Fail,20
568,male,2,0,2005,3,School B,Teacher 1,28,english,29,41,184,193,197,Fail,24
568,male,2,0,2006,4,School B,Teacher 1,31,math,39,46,194,203,207,Fail,8
568,male,2,0,2006,4,School B,Teacher 1,31,english,39,46,196,203,206,Fail,24
568,male,2,0,2007,5,School B,Teacher 3,36,math,34,51,206,215,220,Fail,39
568,male,2,0,2007,5,School B,Teacher 3,36,english,34,51,205,212,213,Fail,25
569,female,3,0,2002,0,School A,Teacher 2,2,math,10,20,120,138,146,Fail,0
569,female,3,0,2002,0,School A,Teacher 2,2,english,10,20,129,143,150,Fail,7
569,female,3,0,2003,1,School A,Teacher 1,4,math,18,28,146,160,166,Fail,4
569,female,3,0,2003,1,School A,Teacher 1,4,english,18,28,153,165,170,Fail,4
569,female,3,0,2004,2,School A,Teacher 1,7,math,15,33,164,171,177,Fail,0
569,female,3,0,2004,2,School A,Teacher 1,7,english,15,33,167,179,184,Fail,21
569,female,3,0,2005,3,School A,Teacher 2,11,math,13,38,176,186,191,Fail,0
569,female,3,0,2005,3,School A,Teacher 2,11,english,13,38,183,188,191,Fail,6
569,female,3,0,2006,4,School A,Teacher 2,14,math,20,33,186,195,199,Fail,0
569,female,3,0,2006,4,School A,Teacher 2,14,english,20,33,191,199,201,Fail,5
569,female,3,0,2007,5,School A,Teacher 1,16,math,18,38,198,201,204,Fail,0
569,female,3,0,2007,5,School A,Teacher 1,16,english,18,38,200,207,209,Fail,3
570,male,2,0,2002,0,School A,Teacher 2,2,math,35,40,134,148,156,Fail,32
570,male,2,0,2002,0,School A,Teacher 2,2,english,35,40,137,150,157,Fail,34
570,male,2,0,2003,1,School A,Teacher 2,5,math,43,48,157,167,173,Fail,18
570,male,2,0,2003,1,School A,Teacher 2,5,english,43,48,159,172,178,Fail,36
570,male,2,0,2004,2,School A,Teacher 2,8,math,30,53,174,185,191,Fail,32
570,male,2,0,2004,2,School A,Teacher 2,8,english,30,53,175,183,188,Fail,29
570,male,2,0,2005,3,School A,Teacher 2,11,math,48,48,183,193,198,Fail,24
570,male,2,0,2005,3,School A,Teacher 2,11,english,48,48,187,192,195,Fail,12
570,male,2,0,2006,4,School A,Teacher 2,14,math,35,43,201,209,214,Fail,36
570,male,2,0,2006,4,School A,Teacher 2,14,english,35,43,195,203,205,Fail,25
570,male,2,0,2007,5,School A,Teacher 2,17,math,53,48,205,212,217,Fail,16
570,male,2,0,2007,5,School A,Teacher 2,17,english,53,48,204,210,212,Fail,22
571,female,3,0,2002,0,School B,Teacher 1,19,math,61,68,144,158,166,Pass,81
571,female,3,0,2002,0,School B,Teacher 1,19,english,61,68,147,160,167,Pass Plus,87
571,female,3,0,2003,1,School B,Teacher 1,22,math,69,76,166,175,182,Pass,60
571,female,3,0,2003,1,School B,Teacher 1,22,english,69,76,170,181,187,Pass Plus,91
571,female,3,0,2004,2,School B,Teacher 1,25,math,56,76,183,196,202,Pass Plus,90
571,female,3,0,2004,2,School B,Teacher 1,25,english,56,76,185,192,197,Pass,81
571,female,3,0,2005,3,School B,Teacher 1,28,math,77,71,192,202,208,Pass,72
571,female,3,0,2005,3,School B,Teacher 1,28,english,77,71,197,203,206,Pass,80
571,female,3,0,2006,4,School B,Teacher 2,32,math,64,71,212,219,224,Pass Plus,90
571,female,3,0,2006,4,School B,Teacher 2,32,english,64,71,207,209,211,Pass,70
571,female,3,0,2007,5,School B,Teacher 1,34,math,77,66,216,220,225,Pass,53
571,female,3,0,2007,5,School B,Teacher 1,34,english,77,66,211,215,217,Pass,67
572,female,3,0,2002,0,School A,Teacher 2,2,math,51,53,140,154,162,Pass,52
572,female,3,0,2002,0,School A,Teacher 2,2,english,51,53,142,154,161,Pass,48
572,female,3,0,2003,1,School A,Teacher 3,6,math,59,61,162,172,179,Fail,39
572,female,3,0,2003,1,School A,Teacher 3,6,english,59,61,164,174,181,Pass,55
572,female,3,0,2004,2,School A,Teacher 2,8,math,46,61,180,191,196,Pass,71
572,female,3,0,2004,2,School A,Teacher 2,8,english,46,61,179,186,190,Pass,40
572,female,3,0,2005,3,School A,Teacher 2,11,math,64,56,188,198,203,Pass,43
572,female,3,0,2005,3,School A,Teacher 2,11,english,64,56,190,195,198,Fail,29
572,female,3,0,2006,4,School A,Teacher 3,15,math,51,51,206,213,218,Pass,62
572,female,3,0,2006,4,School A,Teacher 3,15,english,51,51,198,202,204,Fail,18
572,female,3,0,2007,5,School A,Teacher 2,17,math,64,46,211,219,223,Pass,48
572,female,3,0,2007,5,School A,Teacher 2,17,english,64,46,203,210,212,Fail,26
573,female,3,0,2002,0,School C,Teacher 2,38,math,43,40,137,150,158,Fail,27
573,female,3,0,2002,0,School C,Teacher 2,38,english,43,40,137,150,157,Fail,38
573,female,3,0,2003,1,School C,Teacher 3,42,math,48,48,160,169,176,Fail,27
573,female,3,0,2003,1,School C,Teacher 3,42,english,48,48,160,172,178,Fail,37
573,female,3,0,2004,2,School C,Teacher 1,43,math,38,53,176,184,189,Fail,17
573,female,3,0,2004,2,School C,Teacher 1,43,english,38,53,175,183,188,Fail,38
573,female,3,0,2005,3,School C,Teacher 1,46,math,43,48,186,197,202,Fail,36
573,female,3,0,2005,3,School C,Teacher 1,46,english,43,48,187,197,200,Pass,41
573,female,3,0,2006,4,School C,Teacher 3,51,math,46,56,199,207,212,Fail,28
573,female,3,0,2006,4,School C,Teacher 3,51,english,46,56,200,207,210,Pass,55
573,female,3,0,2007,5,School C,Teacher 3,54,math,48,61,210,217,221,Fail,39
573,female,3,0,2007,5,School C,Teacher 3,54,english,48,61,209,216,219,Pass,73
574,male,3,0,2002,0,School C,Teacher 1,37,math,64,51,145,156,164,Pass,74
574,male,3,0,2002,0,School C,Teacher 1,37,english,64,51,141,150,156,Fail,22
574,male,3,0,2003,1,School C,Teacher 2,41,math,64,46,167,178,185,Pass,83
574,male,3,0,2003,1,School C,Teacher 2,41,english,64,46,159,172,178,Fail,38
574,male,3,0,2004,2,School C,Teacher 1,43,math,64,54,181,189,195,Pass,55
574,male,3,0,2004,2,School C,Teacher 1,43,english,64,54,176,183,188,Fail,29
574,male,3,0,2005,3,School C,Teacher 1,46,math,59,49,195,206,211,Pass Plus,89
574,male,3,0,2005,3,School C,Teacher 1,46,english,59,49,187,198,201,Pass,43
574,male,3,0,2006,4,School C,Teacher 2,50,math,72,57,205,210,215,Pass,40
574,male,3,0,2006,4,School C,Teacher 2,50,english,72,57,200,204,206,Fail,30
574,male,3,0,2007,5,School C,Teacher 1,52,math,54,52,219,226,230,Pass Plus,91
574,male,3,0,2007,5,School C,Teacher 1,52,english,54,52,206,212,214,Fail,30
575,male,4,0,2002,0,School C,Teacher 3,39,math,68,65,147,157,165,Pass,67
575,male,4,0,2002,0,School C,Teacher 3,39,english,68,65,146,156,162,Pass,69
575,male,4,0,2003,1,School C,Teacher 2,41,math,68,65,168,180,187,Pass Plus,88
575,male,4,0,2003,1,School C,Teacher 2,41,english,68,65,166,179,186,Pass,73
575,male,4,0,2004,2,School C,Teacher 1,43,math,68,73,182,190,196,Pass,68
575,male,4,0,2004,2,School C,Teacher 1,43,english,68,73,184,191,195,Pass,66
575,male,4,0,2005,3,School C,Teacher 3,48,math,63,68,196,204,209,Pass,77
575,male,4,0,2005,3,School C,Teacher 3,48,english,63,68,195,206,209,Pass Plus,88
575,male,4,0,2006,4,School C,Teacher 2,50,math,68,76,206,211,216,Pass,42
575,male,4,0,2006,4,School C,Teacher 2,50,english,68,76,208,212,213,Pass Plus,88
575,male,4,0,2007,5,School C,Teacher 1,52,math,58,71,217,224,229,Pass Plus,87
575,male,4,0,2007,5,School C,Teacher 1,52,english,58,71,213,218,219,Pass,81
576,female,5,0,2002,0,School B,Teacher 2,20,math,60,62,143,155,162,Pass,50
576,female,5,0,2002,0,School B,Teacher 2,20,english,60,62,145,155,162,Pass,68
576,female,5,0,2003,1,School B,Teacher 3,24,math,60,62,165,176,184,Pass,78
576,female,5,0,2003,1,School B,Teacher 3,24,english,60,62,164,175,182,Pass,56
576,female,5,0,2004,2,School B,Teacher 3,27,math,60,62,180,188,194,Pass,46
576,female,5,0,2004,2,School B,Teacher 3,27,english,60,62,179,188,193,Pass,69
576,female,5,0,2005,3,School B,Teacher 2,29,math,55,62,193,199,205,Pass,56
576,female,5,0,2005,3,School B,Teacher 2,29,english,55,62,193,200,203,Pass,60
576,female,5,0,2006,4,School B,Teacher 1,31,math,55,62,203,212,217,Pass,52
576,female,5,0,2006,4,School B,Teacher 1,31,english,55,62,202,208,210,Pass,54
576,female,5,0,2007,5,School B,Teacher 3,36,math,60,62,213,222,226,Pass,74
576,female,5,0,2007,5,School B,Teacher 3,36,english,60,62,210,214,216,Pass,52
577,female,4,0,2002,0,School A,Teacher 1,1,math,77,77,151,161,169,Pass Plus,89
577,female,4,0,2002,0,School A,Teacher 1,1,english,77,77,150,164,171,Pass Plus,90
577,female,4,0,2003,1,School A,Teacher 1,4,math,77,85,171,183,190,Pass Plus,97
577,female,4,0,2003,1,School A,Teacher 1,4,english,77,85,174,185,192,Pass Plus,99
577,female,4,0,2004,2,School A,Teacher 3,9,math,77,85,186,196,202,Pass Plus,86
577,female,4,0,2004,2,School A,Teacher 3,9,english,77,85,190,196,201,Pass Plus,89
577,female,4,0,2005,3,School A,Teacher 2,11,math,77,80,200,208,213,Pass Plus,85
577,female,4,0,2005,3,School A,Teacher 2,11,english,77,80,201,205,209,Pass Plus,87
577,female,4,0,2006,4,School A,Teacher 3,15,math,77,75,211,219,224,Pass Plus,91
577,female,4,0,2006,4,School A,Teacher 3,15,english,77,75,208,211,213,Pass,78
577,female,4,0,2007,5,School A,Teacher 2,17,math,77,70,222,228,233,Pass Plus,91
577,female,4,0,2007,5,School A,Teacher 2,17,english,77,70,213,217,219,Pass,64
578,female,2,0,2002,0,School C,Teacher 3,39,math,49,54,139,152,160,Pass,40
